x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x29_A,x29_B,x29_C,x29_D,x30_A,x30_B,x30_C,x30_D
-0.329417112811394,,-1.261682059734007,-0.563530113076958,-0.5690277563674934,-0.4988081031915226,,-0.772873701313473,-0.8020847560044806,,-0.6384376418792068,-0.6089129466987283,-1.0162634817416878,-0.32176238380725936,0.33911689955727276,,,0.3253957658016652,0.6184166099281398,-0.8555902243683179,1.3091811630635113,0.4558246822656254,,,,-0.1356127127836147,,0.06395951939589949,,-0.3912972694941199,1.2340316827045117,-0.6679380323852901,-0.6456965749669642,0,1.2340316827045117
0.11247625292688053,0.3186969487614984,0.17422830459182145,-1.0880709327090354,1.4133184419930527,-0.4988081031915226,0.7384024532773598,-0.694167550860953,-0.8020847560044806,-0.5418149078243217,-0.6384376418792068,-0.6089129466987283,-1.0162634817416878,-0.2648640580229444,0.17401361770172274,0.21246175602797723,-0.13632516241255174,0.7015263373657643,1.252444653818811,1.163218170208612,0.23923316357987215,-1.776390875045199,-0.21058682653030078,-0.47499219851928337,-0.5815543168179508,0.22044098810382828,-0.5091331815142978,-0.31979759697949917,-0.5969458917865054,-0.3912972694941199,1.2340316827045117,-0.6679380323852901,-0.6456965749669642,0,1.2340316827045117
-0.027145812214817943,-0.9602009938209599,0.340992201940944,-0.2892967423530023,1.3340245940586308,-0.4988081031915226,0.7833340376941936,-0.11920861161240014,-0.8020847560044806,-0.09899031450999968,-0.6384376418792068,-0.6089129466987283,-1.0162634817416878,0.2949542253879895,0.5592546086980061,-1.2226887529244959,-0.15411630976118615,-0.5149922635817318,-1.802836109930675,1.163218170208612,0.09425709804974035,0.4558246822656254,-0.9065497405003718,-0.4014822311040986,-0.6160724071828813,-0.5201800065303388,-0.2995962203413846,0.25583807758359883,-0.043622406508201296,-0.3912972694941199,1.2340316827045117,-0.6679380323852901,-0.6456965749669642,0,1.2340316827045117
-2.207297952645119,-0.8455933823654218,-0.3044541335367139,-0.23975473729396207,0.06532302710788132,-0.4988081031915226,-1.6068555041561108,-0.7746496316698653,0.710355888261182,-0.14846453851538832,-0.6384376418792068,1.6344505411386923,-0.3610122346868692,-1.4800214059184231,-0.8716405007167608,-0.9081035509415843,-1.0772939606391954,-0.0786209582871062,-0.275195728055932,-0.8555902243683179,-0.5594412945797694,1.0403515479397847,-0.9065497405003718,-0.3571400945922462,-0.13490728282003564,-0.5201800065303388,-0.28085984033272077,1.0233523103343953,-0.063001312262867,-0.3912972694941199,-0.8064931469643658,-0.6679380323852901,1.541340211211463,0,-0.8064931469643658
-0.11508613367159981,-0.15611501518593487,2.6629159249159335,-0.5259657462683375,1.4926122899274743,-0.4988081031915226,-0.040436493749783003,0.09924274900245085,0.9875781856349863,0.6786147990677586,-0.6384376418792068,1.6344505411386923,-0.033386611159459845,0.22858072008668348,1.164633308835023,-0.35265985271900674,0.1696029565977528,-0.0786209582871062,1.7442350116287495,-0.8555902243683179,-2.4950596192829764,1.3166158299440522,-0.21058682653030078,0.693136995806888,0.07922930224211494,-0.5201800065303388,0.19518813079799027,1.2152308685220938,0.14884250403103033,-0.3912972694941199,-0.8064931469643658,-0.6679380323852901,1.541340211211463,0,-0.8064931469643658
-0.3391275822614473,1.6890557889165636,-0.5790237820418715,-1.1673739151357407,-0.7276154522363371,-0.4988081031915226,1.2725933049519553,-0.8108656084413041,0.9875781856349863,-1.2914633491622651,-0.6384376418792068,1.6344505411386923,-0.033386611159459845,-0.812064427149738,-1.036743782572311,1.9552121841483516,-0.7385304189503531,-0.0786209582871062,-0.275195728055932,-0.8555902243683179,-0.013955033583086295,-0.36801966355270727,,-1.0471165364723487,-1.2122365756551017,0.5519190533358037,-0.7164703895329696,1.0233523103343953,-1.0892261131657461,-0.3912972694941199,-0.8064931469643658,-0.6679380323852901,1.541340211211463,0,-0.8064931469643658
0.4828324705202119,0.754058080729087,-0.8157647579809797,-0.036906546907713104,0.4617922667799905,-0.4988081031915226,-0.10099752758361773,0.14178652221533158,1.48645317510882,0.014723072316159791,-0.6384376418792068,1.6344505411386923,0.9494902594227682,0.008870627847228679,0.008910335846172705,0.9971035580937729,0.7972062352460896,0.3253957658016652,-0.275195728055932,1.163218170208612,0.5544123711913528,0.8294055094014535,-0.5380512592896699,0.43208122467244614,0.7080769121639685,0.22044098810382828,0.36227102597398486,-0.8954332715425963,0.010041314117621616,-0.3912972694941199,-0.8064931469643658,-0.6679380323852901,1.541340211211463,0,-0.8064931469643658
-0.09053069353033004,,-0.6728258352918811,1.7205747034062633,0.06532302710788132,1.9952324127660903,,-1.4534042196010148,-0.8020847560044806,,0.33380242189623527,-0.6089129466987283,-0.14259515233526296,-2.1459119062903147,0.06394476313135605,,,2.78949704565779,-0.275195728055932,-0.8555902243683179,0.4238112173520331,0.043902509356458945,,,,4.889770714416045,,0.44771663577129817,,-0.3912972694941199,-0.8064931469643658,1.4900156107056473,-0.6456965749669642,0,-0.8064931469643658
-0.7281735313692457,1.5652671512223792,-1.1602742117890328,-0.7117386201477017,0.22391072297672499,-0.4988081031915226,2.0646249340033944,1.281550085756103,1.1914983807047017,-0.9490975480910726,1.062982469727817,-0.6089129466987283,0.5126560947195558,-0.6262196269006962,0.7243578905535561,1.2575233883853916,-0.03343759279110385,-1.242969487128817,-0.275195728055932,-0.8555902243683179,0.9378176580567525,1.0403515479397847,0.5973951276022893,-0.7065241525087601,-1.0653414612186256,-0.1356127127836147,-0.3963308149594048,1.0233523103343953,-0.8375275148493714,2.5434322517117796,-0.8064931469643658,1.4900156107056473,-0.6456965749669642,0,-0.8064931469643658
-0.1828304838060959,-0.6782465346408209,1.1604309558965042,0.5893235039166381,-1.4412600836461336,1.9952324127660903,-0.25842346969766666,-0.06111512133135279,-0.8020847560044806,0.5921466128164454,0.33380242189623527,-0.6089129466987283,-0.14259515233526296,0.1773000967234844,-1.201847064427861,-0.3297773100958938,0.6058815296067239,-0.0786209582871062,1.7442350116287495,1.163218170208612,-1.0948167045772563,,-0.36976858284574377,0.6146652889107761,0.6201057044049144,-0.5201800065303388,0.4758128038067876,-0.7035547133548969,0.5937520652533776,-0.3912972694941199,-0.8064931469643658,1.4900156107056473,-0.6456965749669642,0,-0.8064931469643658
3.4526949141998498,0.1103348504660925,3.1035943792361818,0.23575730775511586,0.5410861147144124,-0.4988081031915226,-0.07055243939925082,2.3959043033366147,1.48645317510882,2.6466557568245674,-0.6384376418792068,1.6344505411386923,0.9494902594227682,2.8394977117287654,0.5042201814128228,-0.10620731604162645,1.3139603478527093,-0.5149922635817318,1.7442350116287495,1.163218170208612,-2.289010822450916,1.5719324609210374,0.5973951276022893,2.53955315101603,1.208837204262835,-0.5201800065303388,2.4528165673561926,-2.4304617370441894,2.4160904518922326,-0.3912972694941199,-0.8064931469643658,-0.6679380323852901,1.541340211211463,0,-0.8064931469643658
0.9156593883193849,-0.7892155331333437,-1.8453311043484866,-0.7881517584114074,-0.4897339084330716,-0.4988081031915226,-0.13177903239068392,0.480581361273983,1.3528841542423853,0.8416643507841675,-0.6384376418792068,1.6344505411386923,0.6218646358953589,0.3265186239328832,-0.8166060734315774,-0.7823250460228659,0.5309346159025615,-0.0786209582871062,-0.275195728055932,-0.8555902243683179,3.2073159522305086,-0.36801966355270727,0.08407341930672607,0.713909256129885,0.46909298758213347,0.22044098810382828,0.6559437754740675,-0.31979759697949917,0.813570343579734,-0.3912972694941199,-0.8064931469643658,-0.6679380323852901,1.541340211211463,0,-0.8064931469643658
0.8072331613042794,1.5293554391811162,0.29964737807603964,0.03506287331174863,-1.5205539315805554,-0.4988081031915226,0.9351216577935914,0.9599747943997798,1.0616571403176116,1.931437460279677,-0.6384376418792068,1.6344505411386923,0.07582193001634327,0.032828450680140876,-0.266261800579744,1.3913715286154245,0.8851261675859935,0.3253957658016652,1.7442350116287495,1.163218170208612,-0.3090783488202457,-0.1413225330477151,,2.40948616584188,0.17358300232978882,0.5519190533358037,2.3299139276728944,-1.6629475042933928,1.7149647824677319,-0.3912972694941199,-0.8064931469643658,-0.6679380323852901,1.541340211211463,0,-0.8064931469643658
-0.7717252169376111,-0.9602009938209599,-0.34952373777650003,-0.8685472019177579,-0.09326466876096236,-0.4988081031915226,-1.4534756017379205,0.13342511834692486,-0.8020847560044806,-0.03623885507274101,-0.6384376418792068,-0.6089129466987283,-1.0162634817416878,0.38938604187143344,0.28408247227208944,-0.9336200648825813,-1.3309743548131403,-0.9893548789408916,-0.275195728055932,-0.8555902243683179,-0.3194076648535467,-0.36801966355270727,0.08407341930672607,-0.23894168481540645,-0.44658191413131404,-0.9382284552479337,-0.12476211922810383,0.6395951939589967,0.11535235070472115,-0.3912972694941199,1.2340316827045117,-0.6679380323852901,-0.6456965749669642,0,1.2340316827045117
-0.36868376613910364,-0.3587717187223553,-0.8640225869856535,0.7255802933885179,-0.09326466876096236,1.9952324127660903,0.07687338006638833,-0.9579534508948635,-0.8020847560044806,-0.5119549933093647,0.21227241392430501,-0.6089129466987283,-0.2518036935110661,0.035877301016760246,0.2290480449869061,-0.26171433968015906,-0.3434818900482651,1.0533729893487513,-1.802836109930675,-0.8555902243683179,1.3898482025616683,0.4558246822656254,-0.9065497405003718,-0.5867206330028288,-0.4244510925449719,-0.5201800065303388,-0.36675884736714104,0.6395951939589967,-0.2869971896809632,-0.3912972694941199,-0.8064931469643658,1.4900156107056473,-0.6456965749669642,0,-0.8064931469643658
-0.732075419868836,-2.901105120820132,0.6637975223518747,-0.12279379752013349,0.8582615064520998,-0.4988081031915226,-5.123079517198724,-0.523466604420659,1.0616571403176116,-0.28408593236654167,-0.6384376418792068,1.6344505411386923,0.07582193001634327,-1.41522315100281,1.164633308835023,-2.2962982889488446,-1.1908331215018986,-0.0786209582871062,-0.275195728055932,-0.8555902243683179,-1.2456030025061653,-0.6602830963897869,-0.9065497405003718,-0.9567589368706415,3.32216876140052,1.1532686648328954,-1.0844100586850303,0.25583807758359883,-0.12998717368926643,-0.3912972694941199,-0.8064931469643658,-0.6679380323852901,1.541340211211463,0,-0.8064931469643658
